id,name,che_number,region_town,region_canton,regionId,recipientIds,grantIds,scope1Ids,scope2Ids,innochainIds,educhainIds,coords,website
464,Fondation Ernest Boninchi,CHE-101.141.649,Genève,Genève,3,1,4,2,"1,2",,5,"46.1996468,6.1422246",http://wadme.unige.ch:3149/pls/opdinf/pbsfiche20w$pbs_fiche.QueryViewByKey?P_FICHE_ID=291&Z_CHK=38378
465,Stiftung Wissenschaftliche Politikstipendien,CHE-113.298.358,Bern,Bern,4,1,4,2,"1,2",,5,"46.9470570,7.4366015",http://www.politikstipendien.ch
466,Peter und Annemarie Geistlich Stiftung,CHE-114.025.432,Stansstad,Nidwalden,5,"1,2,3,4","1,2","1,2",2,1,"1,2,3,4,5,6,7,8","46.9811891,8.3407684",
467,FONDATION PETERSBERG PRO PLANTA ET NATURA,CHE-114.548.836,Kilchberg,Zürich,4,"1,2,3","1,2,4","1,2",2,"1,2","1,2,3,4,5,6,7,8","47.3242297,8.5470948",
468,Stiftung Wunderland,CHE-112.432.654,Biel/Bienne,Bern,4,3,"1,2",2,2,,8,"47.1333259,7.2449525",http://stiftung-wunderland.ch
469,Paul Esser Stiftung,CHE-362.495.936,Luzern,Luzern,5,"1,2,3,4","1,3,4,5","1,2",2,"1,2",8,"47.0627817,8.3102174",
470,CHARISMA Stiftung für nachhaltige Entwicklung,CHE-116.166.753,Dornach,Solothurn,5,"1,3","1,2,4",2,2,,8,"47.4854002,7.6146285",
471,appsocial.org Stiftung,CHE-286.024.975,Zürich,Zürich,5,"2,3",2,"1,2","1,2","3,4","1,2,3,7","47.3722115,8.5560705",http://appsocial.org/
472,Fondation Oyun,CHE-485.619.428,Genève,Genève,5,"1,2,3,4",2,"1,2",2,"1,2,3,4,5,6",8,"46.2011036,6.1501059",
473,Rollirain,CHE-110.402.889,Steckborn,Thurgau,2,"2,3,4","1,2,3","1,2",2,"1,2,3,4,5,6","4,6,7","47.6519314,8.9654857",http://www.rollirain.ch/pages/betrieb/traegerschaft.php
474,ToBessere Foundation,CHE-351.590.631,Lugano,Ticino,5,"1,2,3,4",2,"1,2","1,2","1,2,6","1,2,3,4,5,6,7,8","46.0070498,8.9501047",
475,NTFP-Stiftung,CHE-109.990.706,Bern,Bern,5,"2,3",2,"1,2",2,2,8,"46.9493917,7.4407736",
476,Pende Foundation,CHE-112.963.822,Ascona,Ticino,5,"1,2,3",1,"1,2","1,2",1,"2,3,7","46.1563079,8.7703922",http://www.pendefoundation.com/
477,Fondation Didier et Martine PRIMAT (Didier and Martine PRIMAT Foundation),CHE-336.289.590,Presinge,Genève,5,3,2,"1,2",2,1,8,"46.2230194,6.2457135",
478,Däster-Schild Stiftung,CHE-110.217.725,Grenchen,Solothurn,5,3,"1,2","1,2",2,1,8,"47.1909612,7.3964567",http://www.daester-schild-stiftung.ch/
479,Pius Eisenring Stiftung,CHE-111.775.873,Dornach,Solothurn,5,1,5,2,2,,"4,7","47.4774258,7.6134715",
480,"Experiment für eine humane Erde, Stiftung für Kultur und Forschung",CHE-101.655.210,Weinfelden,Thurgau,6,"1,2,3,4",2,"1,2",2,"1,2,3,4",8,"47.5671975,9.1062249",
481,"Jetty, Aron und Simon Blum-Stiftung",CHE-101.825.363,Zürich,Zürich,4,"1,3","1,2,4","1,2","1,2","1,2",8,"47.3799729,8.5070149",
482,Stiftung zur Förderung der beruflichen Aus- und Weiterbildung in der Holzindustrie,CHE-110.389.591,Uznach,St. Gallen,6,1,4,2,2,,7,"47.2251191,8.9754828",
483,Stiftung GlobalLokal,CHE-110.441.866,Basel,Basel-Stadt,2,"1,2,3,4",2,1,2,"1,2",,"47.5445826,7.5840377",
484,Stiftung Wald-Klima-Umwelt,CHE-104.304.356,Basel,Basel-Stadt,5,1,"2,4",2,2,,8,"47.5323867,7.5882336",http://www.wald-klima-umwelt.ch/index.php
485,Stiftung 3F Organisation,CHE-113.571.235,Olten,Solothurn,4,"1,3","1,2,4",2,"1,2",,8,"47.3534138,7.9042615",http://www.3fo.ch/de/index.php
486,Wise Open Foundation,CHE-323.783.975,Bulle,Fribourg,4,"1,4",2,1,"1,2","2,3,4,5,6",,"46.6136450,7.0417536",
487,Stiftung myclimate - The Climate Protection Partnership,CHE-110.336.005,Zürich,Zürich,5,"2,3,4",1,2,2,,"2,3,4,5,6,7,8","47.3880637,8.5182402",http://www.myclimate.org/
488,Fondation Youkali (Youkali Foundation),CHE-158.031.254,Genève,Genève,5,"1,2,3,4",2,"1,2",2,"1,2,3,4,5,6",8,"46.1997408,6.1681874",
489,Fondation Herbette,CHE-101.835.278,Lausanne,Vaud,3,1,"2,3,4",2,2,,5,"46.5210895,6.5801606",https://www.unil.ch/herbette/fr/home.html
490,Lyoness Greenfinity Foundation (Lyoness Greenfinity Stiftung),CHE-335.813.608,Buchs,St. Gallen,5,"1,3",2,"1,2","1,2","2,3,4,5,6",8,"47.1666660,9.4755220",http://www.lyoness-gff.org/en/homepage/
491,Solidarité Universitaire pour le Développement-SUD,CHE-100.856.645,Lausanne,Vaud,5,"2,3",1,"1,2",1,1,"5,6","46.5417954,6.6544537",
492,Stiftung Nord - Süd,CHE-110.394.801,Zürich,Zürich,5,"2,3",2,2,"1,2",,"2,3,4,5","47.3602439,8.5833356",
493,Schweizerische Stiftung zur Förderung des biologischen Pflanzenschutzes (SFBP),CHE-100.703.674,Zürich,Zürich,5,"1,2,3,4",2,1,2,"1,2,3,4,5,6",,"47.3774386,8.5487444",
494,Timor Foundation,CHE-365.572.823,Rorschach,St. Gallen,5,"1,2,3,4",2,"1,2",2,"3,4,5,6","2,3,4,6","47.4785414,9.4928801",http://www.timor-foundation.com/
495,Pestalozzi Heritage Foundation,CHE-240.535.159,Zürich,Zürich,5,"1,2,3,4",5,2,2,,"1,2,3,4,5,6,7,8","47.3666326,8.5465130",
496,Stiftung Global Infrastructure Basel,CHE-116.200.025,Basel,Basel-Stadt,5,"1,3,4","1,2,3,5",1,"1,2",2,,"47.5516742,7.5908396",http://www.gib-foundation.org/
497,Stiftung Technopark Zürich,CHE-106.388.275,Zürich,Zürich,1,4,1,1,"1,2","2,3,4,5,6",,"47.3901869,8.5158465",http://www.technopark.ch/en/technopark/about-technopark/
498,Solidus Foundation,CHE-465.021.707,Basel,Basel-Stadt,5,"1,2,3,4","1,2","1,2","1,2","1,2","1,2,3,4,5,6,7,8","47.5507938,7.5960143",
499,Vrenjo-Stiftung,CHE-110.391.518,Arlesheim,Basel-Landschaft,3,"1,2,3","1,3,4","1,2","1,2","1,2","1,2,3,8","47.4960635,7.6236847",
500,Nyrstar Foundation,CHE-282.557.801,Zürich,Zürich,5,"1,2,3,4",2,"1,2","1,2","3,4,5,6","2,3,4,5,6","47.3640648,8.5321669",
501,Fondazione Aldo e Cele Daccò,CHE-143.298.699,Lugano,Ticino,5,"1,2","1,2,4","1,2","1,2","1,2",5,"46.0076034,8.9521739",
502,Fondazione Rivapiana per la formazione e la ricerca universitarie nel Locarnese,CHE-116.242.779,Minusio,Ticino,3,"1,2,3","2,4","1,2","1,2","1,2,3,4,5,6",5,"46.1760355,8.8125090",
503,Fondazione Giuseppe Soldati,CHE-110.388.798,Neggio,Ticino,2,"1,3","2,4",2,"1,2",,8,"45.9857933,8.8796168",
504,HAND IN HAND: STIFTUNG FÜR EINE NACHHALTIGE ENTWICKLUNG,CHE-112.497.576,Winterthur,Zürich,5,"2,3,4","2,3","1,2",2,"3,4,5,6","2,3,4,5,6","47.5017038,8.7193985",
505,"Stiftung zur Pflege von Mensch, Mitwelt und Erde",CHE-113.079.632,Münsingen,Bern,4,"1,2,3,4","1,2","1,2",2,"1,2","2,3,4,5,6,7,8","46.8737603,7.5690470",
506,Armand und Rosa Baudère-Stiftung,CHE-110.179.757,Reiden,Luzern,5,"1,2,3",2,"1,2","1,2","1,2","5,6,8","47.2392750,7.9693421",
507,Eduard Batschelet-Mader Stiftung,CHE-104.068.894,Basel,Basel-Stadt,5,"2,3",2,1,2,"1,2",,"47.5577908,7.5907760",
508,Fondation Praneo,CHE-221.388.194,La Conversion,Vaud,4,"1,2,3,4",1,2,2,,8,"46.5153260,6.6818248",http://www.praneo.org/?language=fr
509,Giuseppe Kaiser-Stiftung,CHE-110.001.415,Neftenbach,Zürich,6,"1,3","1,4,5","1,2","1,2","1,2","5,6","47.5242477,8.6712187",
510,The UsitawiNetwork Foundation,CHE-109.996.488,Münsingen,Bern,5,"2,3,4","2,3","1,2","1,2","3,4,5,6","2,3,4,5,6,7,8","46.8733177,7.5520051",http://www.usitawi.org/ueber-uns/wer-sind-wir/
511,Fondazione Henry Krenter,CHE-250.988.083,Lugano,Ticino,5,"1,2,3","1,4","1,2","1,2","1,2",5,"46.0081498,8.9524234",
512,Dätwyler Stiftung,CHE-109.390.481,Altdorf UR,Uri,3,3,"2,5","1,2",2,"1,2,3,4,5,6",8,"46.8796628,8.6393800",http://www.daetwyler-stiftung.ch/Home.8.0.html
513,Humanatura-Stiftung,CHE-110.397.030,Wauwil,Luzern,6,"2,3,4",2,2,2,,"1,2,3,4,5,6,7,8","47.1876441,8.0254880",
514,"SWISSAID, Schweizerische Stiftung für Entwicklungszusammenarbeit",CHE-105.911.139,Bern,Bern,5,"1,2,3,4",2,2,2,,"2,3,4,5,6,7,8","46.9451899,7.4192379",https://www.swissaid.ch/de
515,Elsy Amsler - Stiftung,CHE-113.335.901,Kaisten,Aargau,5,"1,2,3,4",2,2,2,,"2,3,8","47.5382479,8.0431434",
516,Michel Comte Water Foundation,CHE-110.322.799,Zürich,Zürich,5,"1,2,3,4",2,"1,2","1,2","1,2,3,4,5,6","1,2,3,4,5,6,7","47.3581620,8.5531309",
517,Veronika und Hugo Bohny Stiftung,CHE-114.428.008,Meilen,Zürich,5,"1,3,4","2,5","1,2","1,2","3,4",8,"47.2729248,8.6261235",http://www.vhbstiftung.ch/
518,Kühne-Stiftung,CHE-110.379.919,Schindellegi,Schwyz,5,"2,3,4","2,3","1,2",1,2,"4,5,6,7","47.1783656,8.7075795",https://www.kuehne-stiftung.org/index.php?id=1275
519,Familienstiftung Fourie,CHE-405.035.657,Zürich,Zürich,2,"1,3","2,4",2,"1,2",,"4,5,6","47.3732452,8.5517158",
