id,name,che_number,region_town,region_canton,regionId,recipientIds,grantIds,scope1Ids,scope2Ids,innochainIds,educhainIds,coords,website
1748,Fonds für Kulturpflanzenentwicklung,CHE-115.144.140,Feldbach,Zürich,5,"1,2,3,4",2,"1,2",2,"1,2","7,8","47.2393125,8.7883064",http://www.fondskulturpflanze.ch
1752,Afrikanische Innovations Stiftung,CHE-115.171.467,Zürich,Zürich,5,1,5,1,"1,2","3,4,5,6",,"47.3880637,8.5182402",http://africaninnovation.org/
1753,Stiftung Pro-Vida,CHE-115.174.997,Luzern,Luzern,5,3,"2,3",2,2,,"2,3,4,5,6,7","47.0474185,8.3081358",
1754,Pertsiounis Sotiris Stiftung,CHE-115.181.589,Bern,Bern,5,"2,3",2,2,"1,2",,"1,2,3,4,5,6,7,8","46.9487250,7.4553146",
1757,Mekkihelp Stiftung,CHE-115.188.858,Wetzikon ZH,Zürich,5,3,1,2,2,,"2,3,4","47.3217901,8.7964125",
1760,Fondation Plenum,CHE-115.221.898,Genève,Genève,6,3,"2,3","1,2",2,1,8,"46.2024778,6.1613424",
1765,Maria und Heinrich Th. Uster-Stiftung,CHE-115.247.745,Wädenswil,Zürich,4,3,1,"1,2","1,2",1,"5,6,7","47.2295471,8.6709271",http://www.usterstiftung.ch/
1770,International Academy for Multilingual Education and Talent Development in Liquidation,CHE-115.274.966,Zürich,Zürich,5,"2,3","1,2","1,2","1,2","1,2","1,2,3,4,5,6,7,8","47.3700589,8.5450156",
1771,Robert Bider-Stiftung,CHE-115.282.575,Zürich,Zürich,5,"1,2,3","2,4","1,2","1,2","1,2","1,2,3,4,5,6,7,8","47.3646007,8.5490789",
1772,Bühlmann-Kühni Stiftung,CHE-115.286.449,Biel-Benken,Basel-Landschaft,5,"2,3","1,2",1,"1,2","1,2",,"47.5103259,7.5248396",
1774,Stiftung ProCare,CHE-115.296.301,Zürich,Zürich,6,"2,3","2,3","1,2",2,"2,3","4,5,6,7","47.3753007,8.5201082",
1775,The Aurora Light Foundation,CHE-115.298.458,Klosters,Graubünden,5,"1,3","2,4","1,2","1,2","2,3,4,5,6",8,"46.8705522,9.8867170",http://auroralightfoundation.com/
1776,Whale Foundation,CHE-115.303.929,Zürich,Zürich,6,"1,2,3,4","1,2,4","1,2","1,2","1,2","4,5,6","47.3662833,8.5471952",
1778,Fondation pour un Monde Biologique (The Organic World Foundation),CHE-115.305.093,Cointrin,Genève,5,"1,2,3,4",2,2,2,,8,"46.2281464,6.1041844",https://www.organicworldfoundation.ch/
1780,Theo Nydegger Stiftung,CHE-115.308.602,Thun,Bern,5,"1,3","2,5",2,2,,"1,2,3,4,5,6,7,8","46.7642913,7.6117849",
1785,"STIFTUNG EUROPÄISCHES INSTITUT FÜR ÖKOLOGIE UND GESUNDHEIT, ZÜRICH",CHE-115.374.303,Zürich,Zürich,5,"1,2,3,4","1,2,3","1,2",2,2,8,"47.3818149,8.5353261",
1795,Tree Of Life International Foundation,CHE-115.526.582,Lugano,Ticino,5,3,2,2,2,,"1,2,3","46.0076473,8.9575956",http://www.treeoflifeinternational.ch/?lang=de
1810,Fondation iDrate,CHE-115.681.544,Conches,Genève,5,1,"2,4","1,2",2,"1,2,3,4,5,6",8,"46.1876631,6.1763323",
1812,Fondation Race for Water (Race for Water Stiftung) (Race for Water Foundation),CHE-115.708.551,Lausanne,Vaud,5,"1,2,3,4","1,2","1,2",2,"2,3,4,5,6","2,3","46.5228404,6.6113423",http://www.raceforwater.com/
1815,stiftung fhnw,CHE-115.755.622,Windisch,Aargau,2,2,2,"1,2",2,"2,3,4,5,6","6,7","47.4817211,8.2113634",http://www.stiftungfhnw.ch/stiftung-fhnw/index.php
1817,Walters Kundert Stiftung,CHE-115.762.527,Zürich,Zürich,5,"1,2,3,4",2,"1,2","1,2","1,2","4,5,6","47.3683771,8.5364436",
1828,Zuger Stiftung für Wirtschaft und Wissenschaft,CHE-115.873.262,Baar,Zug,4,1,5,1,1,"1,2",,"47.1953556,8.5243632",https://www.werz.hsr.ch/index.php?id=10016
1834,Sports for Water Foundation,CHE-115.921.961,Egg bei Zürich,Zürich,5,"1,2,3,4",2,2,2,,"2,3,4,5,6","47.2970890,8.6955261",
1841,FONDAZIONE EVEREST LUGANO,CHE-115.991.252,Lugano,Ticino,5,"1,2,3,4","1,2,3","1,2","1,2","1,2,3,4",4,"46.0062624,8.9593058",http://www.everest-fondazione.ch/
1843,Stiftung Kausari,CHE-116.000.905,Solothurn,Solothurn,5,"1,2,3,4",2,"1,2",2,1,8,"47.2051690,7.5410335",http://samay-runa.com/kausari-stiftung/
1847,Stiftung ENTER,CHE-116.057.880,Solothurn,Solothurn,4,"2,3","1,2","1,2","1,2","1,2,3,4,5,6",8,"47.2149779,7.5325621",http://www.enter-online.ch/index.php?id=zweck-enter
1850,Fondazione Realizza-ti,CHE-116.067.223,Gordola,Ticino,3,"1,4","1,2",1,"1,2","2,3,4,5,6",,"46.1810325,8.8604729",
1851,Fondation d'aide sociale et culturelle du Canton de Vaud,CHE-116.081.772,Lausanne,Vaud,3,3,"2,3","1,2",2,"1,2",8,"46.5220970,6.6369415",https://www.entraide.ch/fr/vaud/obtenir-une-contribution
1854,CHARISMA Stiftung für nachhaltige Entwicklung,CHE-116.166.753,Dornach,Solothurn,5,"1,3","1,2,4",2,2,,8,"47.4854002,7.6146285",
1858,Stiftung Global Infrastructure Basel,CHE-116.200.025,Basel,Basel-Stadt,5,"1,3,4","1,2,3,5",1,"1,2",2,,"47.5516742,7.5908396",http://www.gib-foundation.org/
1866,Fondazione Rivapiana per la formazione e la ricerca universitarie nel Locarnese,CHE-116.242.779,Minusio,Ticino,3,"1,2,3","2,4","1,2","1,2","1,2,3,4,5,6",5,"46.1760355,8.8125090",
1869,Kairos-Stiftung zur Förderung der Forschung der Beziehungen der Schweiz zum Ausland,CHE-116.308.680,Zürich,Zürich,5,"1,2,3","2,4,5",1,"1,2","1,2",,"47.3721244,8.5392266",
1873,Stiftung dropforlife,CHE-116.337.368,Zürich,Zürich,5,3,2,1,2,,,"47.3582018,8.5548084",https://dropforlife.org/stiftung/
1875,GLAUKES-Stiftung,CHE-116.357.721,Basel,Basel-Stadt,5,"1,2","2,4,5","1,2",2,"1,2","4,5,6,7,8","47.5523996,7.5938029",
1880,Regulus - Gemeinnützige Dachstiftung Königstern,CHE-130.738.654,Chur,Graubünden,5,"1,2,3","1,2,4,5","1,2",2,"1,2","4,5,6,8","46.8522885,9.5333409",
1882,Stiftung Salud y Vida,CHE-133.453.679,Basel,Basel-Stadt,5,"1,2,3,4",2,"1,2",2,"1,2",8,"47.5517499,7.6014182",
1892,Doris Dietschy und Denise Dietschy-Frick-Stiftung,CHE-141.803.008,Basel,Basel-Stadt,3,"2,3",1,"1,2","1,2","1,2",5,"47.5529591,7.5918856",
1895,Fondazione Aldo e Cele Daccò,CHE-143.298.699,Lugano,Ticino,5,"1,2","1,2,4","1,2","1,2","1,2",5,"46.0076034,8.9521739",
1899,Fondazione JAMINOR-INT.,CHE-149.050.666,Giubiasco,Ticino,5,"1,2,3,4",2,"1,2","1,2","1,2,3,4,5,6",8,"46.1821665,9.0262842",
1900,MDPI SUSTAINABILITY FOUNDATION,CHE-149.291.773,Basel,Basel-Stadt,5,1,5,1,2,1,,"47.5658293,7.5913505",http://wsforum.org/
1901,DGFI Stiftung,CHE-151.889.419,Zürich,Zürich,5,"1,2,3,4","1,4","1,2","1,2","1,2","1,2,3,4,5,6,7,8","47.3861258,8.5172354",
1903,The Tamari Foundation,CHE-152.261.519,Genève,Genève,5,"2,3",2,2,2,,8,"46.2058393,6.1422816",http://tamarifoundation.ch/
1912,Fondation Bru,CHE-157.014.856,Genève,Genève,5,"1,3",2,"1,2",2,"1,2,3,4,5,6","2,3,4,5","46.1983673,6.1439374",http://www.fondation-bru.org/
1914,Fondation Youkali (Youkali Foundation),CHE-158.031.254,Genève,Genève,5,"1,2,3,4",2,"1,2",2,"1,2,3,4,5,6",8,"46.1997408,6.1681874",
1926,Dr. h. c. Karl Nicklaus Stiftung,CHE-162.992.346,Zug,Zug,4,"1,2,3,4",2,"1,2","1,2","2,3,4,5,6","4,5,6","47.1740656,8.5055023",
1928,Empathie-Stiftung für Tiere und Umwelt,CHE-166.768.061,Bad Zurzach,Aargau,5,"1,2,3,4","1,2,4","1,2",2,"1,2,3,4,5,6","1,2,3,4,5,6,7,8","47.5863575,8.2885381",
1932,Fondazione Adiuvare,CHE-169.377.449,Lugano,Ticino,6,"1,2,3,4","1,4",1,"1,2","1,2",,"45.9977800,8.9473708",
1934,Brodtbeck Philanthropy Foundation,CHE-169.875.575,Pratteln,Basel-Landschaft,5,"1,3","1,2",2,2,,"4,5,6","47.5256049,7.6838713",
1936,Fondation Philanthropique Next,CHE-170.186.206,Villars-sur-Glâne,Fribourg,5,"1,3,4",2,"1,2","1,2","2,3,4,5,6",8,"46.7987363,7.1266389",
1938,Stiftung Valladas Grischunas,CHE-171.558.003,Strada,Graubünden,2,"1,2,3,4",2,"1,2","1,2","2,3,4,5,6",8,"46.8626604,10.4352586",http://valladas-grischunas.ch/
1947,Hildegard Scherrer-Stiftung,CHE-178.628.171,Winterthur,Zürich,6,1,4,"1,2","1,2","1,2","4,5,6","47.4997411,8.7282099",
1949,Fondazione Synergia,CHE-179.132.062,Lugano,Ticino,5,"2,3,4",2,1,"1,2","2,3,4,5,6",,"46.0071229,8.9571187",
1952,"Fondazione Impiegati del Commercio, Locarno",CHE-179.961.532,Locarno,Ticino,1,1,"2,4",2,"1,2",,5,"46.1667617,8.7952214",
1953,lastminute foundation,CHE-180.409.046,Chiasso,Ticino,5,"3,4","1,2","1,2","1,2","1,2,3,4,5,6",8,"45.8343767,9.0300237",http://lastminutefoundation.org/
1954,Stiftung Ambros Lüthi,CHE-183.003.611,Fribourg,Fribourg,4,1,2,"1,2",2,"1,2",5,"46.8177766,7.1729722",http://diuf.unifr.ch/al/de/node/32
1960,Greenstyle-Foundation,CHE-184.477.590,Laax GR 2,Graubünden,2,"1,2,3,4",2,2,"1,2",,8,"46.8197971,9.2634725",
1964,J&K Wonderland Stiftung,CHE-186.621.484,Zug,Zug,5,"1,2,3","1,2,3,4","1,2","1,2","1,2","1,2,3,4,5,6,7,8","47.1659859,8.5210976",
1969,Excellence Foundation Zurich for Economic and Social Research,CHE-192.122.522,Zürich,Zürich,1,"1,2","1,4","1,2",2,"1,2",5,"47.3729108,8.5500140",http://www.efzh.org/index.php?path=home
1973,Impact Corner - Stiftung,CHE-193.893.094,Zürich,Zürich,5,"1,2,3","1,2,4",2,2,,"1,2,3,4,5,6,7,8","47.3573515,8.5525622",
1975,AWUNI Stiftung für Tierschutz,CHE-194.458.542,Zumikon,Zürich,5,3,"1,2","1,2",2,1,8,"47.3297614,8.6319269",http://www.awuni.ch/page/
1978,Schweizer Stiftung Bildungsanker,CHE-196.116.590,Disentis/Mustér,Graubünden,5,1,2,2,"1,2",,4,"46.7071107,8.8550511",http://www.bildungsanker.ch/
1979,Rudolf und Romilda Kägi - Stiftung,CHE-196.407.018,Männedorf,Zürich,2,"1,2,3","2,4","1,2",2,"1,2","5,6,8","47.2481107,8.7009925",
1984,FONDAZIONE LA MARTINA,CHE-199.370.073,Chiasso,Ticino,4,4,1,"1,2",2,"1,2","4,5,6","45.8334144,9.0299958",https://www.lamartina.com/lm/it/it/aboutus
1990,Fondation Sinopec-Addax Petroleum (Sinopec-Addax Petroleum Foundation),CHE-202.856.935,Chêne-Bougeries,Genève,4,3,2,2,2,,8,"46.1945419,6.1716512",https://www.sinopecaddaxpetroleumfoundation.org/
1993,Fondation CINTCOM,CHE-203.992.601,Vernier,Genève,4,"2,3,4",2,1,"1,2","1,2,3,4,5,6",,"46.2189251,6.0875999",
1996,LARIX FOUNDATION. Innovation matters. Switzerland,CHE-204.954.336,Bern,Bern,4,3,2,1,"1,2","1,2",,"46.9491313,7.4453505",
2000,Templeton Charity Foundation Switzerland,CHE-207.400.962,Zürich,Zürich,5,3,"2,3",1,"1,2",2,,"47.3657437,8.5260534",http://www.templetonworldcharity.org/
2002,DIE HUSSON HALABI STIFTUNG,CHE-207.858.752,Bern,Bern,5,1,4,2,"1,2",,5,"46.9472445,7.4423956",
2003,Water for Life Foundation,CHE-208.011.899,Basel,Basel-Stadt,5,3,"2,5",2,2,,8,"47.5479113,7.5941087",http://www.waterforlife.ch/
2009,Stiftung der Ortsbürgergemeinde St.Gallen,CHE-217.827.701,St. Gallen,St. Gallen,1,"1,3","1,2,4","1,2",2,1,8,"47.4238383,9.3762108",http://www.ortsbuerger.ch/
2012,Fondation du 175ème de la Caisse d'Epargne d'Aubonne,CHE-220.453.653,Aubonne,Vaud,5,"1,2,3,4",5,2,"1,2",,8,"46.4950276,6.3910082",
2013,Fondation Praneo,CHE-221.388.194,La Conversion,Vaud,4,"1,2,3,4",1,2,2,,8,"46.5153260,6.6818248",http://www.praneo.org/?language=fr
2015,Porter Foundation Switzerland,CHE-222.347.631,Verbier,Valais,5,"1,3","1,2,4",2,2,,8,"46.1002473,7.2217405",http://www.dameshirleyporter.net/philanthropy.html
2023,HUMANITY INTERNATIONAL FOUNDATION SWITZERLAND,CHE-225.255.623,Luzern,Luzern,5,"1,2,3","1,4",2,"1,2",,8,"47.0618631,8.2740408",http://hifs.ch/
2024,Fondation EROL (EROL Foundation),CHE-225.257.823,Genève,Genève,5,3,2,2,2,,8,"46.2022146,6.1519720",https://www.erolfoundation.org/
2034,FONDAZIONE SORRISO,CHE-232.971.943,Chiasso,Ticino,3,1,"2,4","1,2","1,2","1,2,3,4,5,6","4,5,6","45.8358686,9.0288700",
2035,Leo und Dora Krummenacher Stiftung,CHE-233.704.468,Hergiswil NW,Nidwalden,5,"1,2,3,4","1,2,3,4","1,2",2,"1,2","4,5,6,7,8","46.9930603,8.3050102",
2036,Fondation Inartis,CHE-234.358.825,Savièse,Valais,4,"1,2,3,4",3,"1,2","1,2","1,2,3,4,5,6",8,"46.2673436,7.3562613",http://inartis.ch/
2042,Stiftung Dorfleben Bichwil,CHE-237.349.194,Bichwil,St. Gallen,1,"1,2,3,4",2,2,1,,8,"47.4198903,9.1395114",
2045,Stiftung Henriette und Hans-Rudolf Dubach-Bucher,CHE-238.509.595,Luzern,Luzern,5,"1,2,3","2,3,4","1,2",2,2,"2,3,4,5,6,8","47.0653700,8.3106957",
2046,Pestalozzi Heritage Foundation,CHE-240.535.159,Zürich,Zürich,5,"1,2,3,4",5,2,2,,"1,2,3,4,5,6,7,8","47.3666326,8.5465130",
2047,Global Citizen Foundation,CHE-240.902.128,Zürich,Zürich,5,3,2,2,"1,2",,"2,3,4,5","47.3745766,8.5239226",http://global-citizen.org/
2053,Annette Ringier-Stiftung,CHE-243.593.911,Glarus,Glarus,5,"2,3,4","1,2",2,2,,5,"47.0425197,9.0659182",
2054,Fondation Claude Guignard,CHE-244.056.254,Vandoeuvres,Genève,4,3,1,"1,2","1,2",1,8,"46.2129808,6.2089990",
2058,Fondation Ecojardinage,CHE-245.835.344,Essert-s-Champvent,Vaud,4,"1,2,3,4","4,5",2,2,,7,"46.7911571,6.5859181",https://www.ecojardinage.ch/la-fondation/qui-sommes-nous/
2062,Fondation H&B Agerup (H&B Agerup Foundation),CHE-248.803.926,Genève,Genève,5,3,2,2,2,,8,"46.2095320,6.1475095",http://www.fondationhbagerup.org/
2065,Multinational Intelligence Studies Campus - Fondazione,CHE-250.225.068,Roveredo GR,Graubünden,5,"1,2,3,4","2,4","1,2","1,2","1,2","5,7","46.2400000,9.1300000",
2067,Fondazione Henry Krenter,CHE-250.988.083,Lugano,Ticino,5,"1,2,3","1,4","1,2","1,2","1,2",5,"46.0081498,8.9524234",
2068,JP Charitable Foundation,CHE-251.758.982,Verbier,Valais,4,3,"2,4",2,2,,8,"46.1002473,7.2217405",
2069,Karelsie Foundation,CHE-252.650.577,Zürich,Zürich,5,3,"1,2","1,2","1,2","1,2","1,2,3","47.3620161,8.5504983",https://karelsie.org/
2071,Stiftung Dr. Hans und Hilde von Lorentz,CHE-253.247.741,Zürich,Zürich,4,1,4,2,"1,2",,"4,5","47.3732472,8.5379960",
2075,Immobilienstiftung Rudolf Steiner Schulen Zürich (ImmoRSS),CHE-256.012.571,Zürich,Zürich,1,2,1,2,"1,2",,"1,2,3,4","47.3727873,8.5544208",https://www.immorss.ch/
2076,Europäische Umwelt-Stiftung,CHE-256.457.660,Basel,Basel-Stadt,5,"1,2,3,4","1,2,3,4,5","1,2","1,2",1,8,"47.5532109,7.5923838",https://www.european-environment-foundation.eu/
2077,Fondation Felicia,CHE-257.023.206,Genève,Genève,6,3,"1,2","1,2",2,1,8,"46.2038339,6.1559117",
2078,Fondation Givaudan,CHE-258.427.291,Vernier,Genève,5,3,2,2,2,,8,"46.2065629,6.0785769",http://www.givaudan-foundation.org/?language=fr
2082,Dr. Robert + Marlies Holzach - Stiftung,CHE-261.122.521,Küsnacht ZH,Zürich,4,1,4,2,"1,2",,"4,5,6,7,8","47.3254842,8.5844288",
2085,JPlus - Stiftung für Energieeffizienz,CHE-262.268.908,Bettingen,Basel-Stadt,4,"1,2","2,4","1,2",1,"1,2","5,6","47.5694326,7.6610162",
2088,Béatrice Ederer-Weber Stiftung,CHE-263.055.172,Zürich,Zürich,5,"1,3",2,"1,2",2,1,8,"47.3617566,8.5490930",http://www.ederer-stiftung.ch/startseite
2091,Detas Foundation,CHE-265.701.729,Verbier,Valais,5,"1,2,3,4","2,4",2,2,,8,"46.1006852,7.2259308",
2094,Fondazione Internazionale Carli'n,CHE-267.282.181,Ascona,Ticino,5,1,2,1,"1,2","1,2,3,4,5,6",,"46.1561037,8.7700085",http://www.fondazionecarlin.com/
2103,Stiftung Startfeld,CHE-273.397.036,St. Gallen,St. Gallen,2,4,1,1,"1,2","1,2,3,4,5,6",,"47.4121877,9.3408256",http://www.startfeld.ch/
2112,Fondation Sens de la Vie,CHE-280.372.573,Lausanne,Vaud,4,1,2,"1,2","1,2",1,5,"46.5142419,6.6258056",
2113,SWISSCROSS Foundation - eine Stiftung zum Schutz der Opfer von Krieg und Naturkatastrophen,CHE-280.444.853,Zürich,Zürich,5,"1,2,3,4",2,"1,2","1,2","1,2","2,3,4,5,6,7","47.3633331,8.5469811",
2117,Nyrstar Foundation,CHE-282.557.801,Zürich,Zürich,5,"1,2,3,4",2,"1,2","1,2","3,4,5,6","2,3,4,5,6","47.3640648,8.5321669",
2118,Credis Stiftung,CHE-282.955.082,Pfäffikon SZ,Schwyz,4,1,"4,5",2,"1,2",,"2,3,4,5,6","47.2014543,8.7766172",http://credis-stiftung.ch/
2120,appsocial.org Stiftung,CHE-286.024.975,Zürich,Zürich,5,"2,3",2,"1,2","1,2","3,4","1,2,3,7","47.3722115,8.5560705",http://appsocial.org/
2121,U21Education Foundation,CHE-286.179.477,Zürich,Zürich,5,1,4,2,"1,2",,"2,3,4,5,6","47.3693159,8.5397229",
2122,Fondation Horyou (Horyou Foundation),CHE-286.978.768,Genève,Genève,5,"1,3","1,4","1,2",2,"1,2",8,"46.1963848,6.1464742",https://www.horyou.com/
2125,RAM Active Philanthropy Foundation,CHE-288.441.918,Genève,Genève,5,3,2,"1,2",2,1,8,"46.2037203,6.1486994",http://ram-ai.com/fr/philanthropy/
2131,Purpose Stiftung,CHE-291.307.433,Basel,Basel-Stadt,5,4,1,"1,2","1,2","2,3,4,5,6",8,"47.5565738,7.5883694",http://purpose.ag/
2132,Lorange Institute of Business Zurich Foundation,CHE-291.746.560,Horgen,Zürich,5,"1,2,4","2,4","1,2","1,2","1,2,3,4,5,6","5,6,7,8","47.2573491,8.6089703",
2134,PG Impact Investments Foundation,CHE-292.626.332,Baar,Zug,5,"1,2,3,4",2,"1,2","1,2","3,4,5,6","2,3,4","47.1953729,8.5260870",
2135,Fondazione Federico Zichy Thyssen,CHE-292.959.851,Lugano,Ticino,5,"1,2,3,4","2,4",2,2,,5,"46.0073167,8.9501807",
2136,René Lanz Stiftung,CHE-293.547.824,Muri b. Bern,Bern,5,"1,2,3,4","1,2,3,4",2,"1,2",,"2,3,4,5,6","46.9263948,7.4964840",
2140,A Little House in Africa Foundation,CHE-296.904.234,Zürich,Zürich,5,"1,2,3,4",2,2,2,,"1,2,3,4,5,6","47.3670164,8.5352212",
2146,Barramundi-Stiftung,CHE-299.888.241,Lengwil,Thurgau,5,"1,2,3,4","1,2,4",2,"1,2",,"2,3,4,5,6,7,8","47.6247891,9.1903801",
2147,Fondation Bernard,CHE-300.099.595,Lausanne,Vaud,5,3,2,"1,2",2,1,8,"46.5181993,6.6379201",
2148,Schörling Stiftung,CHE-300.436.712,Luzern,Luzern,5,"1,2","2,4",2,2,,8,"47.0465566,8.3044927",
2153,EHW-Stiftung,CHE-301.477.814,Köniz,Bern,5,"1,2,3","1,2,4","1,2","1,2","1,2","1,2,3,4,8","46.9248060,7.4119597",
2165,Stiftung Jubiläum 2014,CHE-310.027.858,Liestal,Basel-Landschaft,3,4,"2,5",1,2,"3,4,5,6",,"47.4858080,7.7318994",
2168,KRÜGER FOUNDATION,CHE-311.863.610,Staad,St. Gallen,5,"1,2,3,4",2,"1,2",2,1,8,"47.4726540,9.5544326",http://www.krugerfoundation.org/
2171,Cartago Foundation,CHE-315.094.023,Luzern,Luzern,6,"1,2,3","1,4","1,2",2,"1,2",8,"47.0529545,8.3057740",
2177,DodoBahati Stiftung für den Schutz der letzten Wildtiere,CHE-318.154.495,Au ZH,Zürich,5,1,4,2,2,,"2,3,7","47.2405898,8.6465673",http://www.dodobahati.ch/de/impressum
2181,Löwenspur Stiftung,CHE-320.997.184,Arbon,Thurgau,5,"1,2,3,4","1,2,4",2,"1,2",,"1,2,3,4,5,6,7,8","47.5178811,9.4366078",
2183,Wise Open Foundation,CHE-323.783.975,Bulle,Fribourg,4,"1,4",2,1,"1,2","2,3,4,5,6",,"46.6136450,7.0417536",
2185,Dr. Franz Käppeli Stiftung,CHE-326.663.422,Geltwil,Aargau,2,"1,2,3,4","1,2,3,4","1,2","1,2","1,2,3,4,5,6","4,5,6,7","47.2492718,8.3222253",
2187,LUMA & cetera Stiftung,CHE-327.208.351,Gstaad,Bern,5,"1,2,3,4","2,4",2,2,,"1,2,3,4,5,6,7,8","46.5119370,7.3025210",
2190,Dr. med. Henrich ProVegan Stiftung,CHE-329.948.708,Kreuzlingen,Thurgau,5,"1,3","2,3,4","1,2",2,"2,3",8,"47.6472386,9.1752580",https://www.provegan.info/de/
2192,Stiftung éducation21,CHE-334.292.233,Bern,Bern,4,2,2,2,2,,"2,3,4,7","46.9436347,7.4362290",http://www.education21.ch/en/home
2195,Lyoness Greenfinity Foundation (Lyoness Greenfinity Stiftung),CHE-335.813.608,Buchs,St. Gallen,5,"1,3",2,"1,2","1,2","2,3,4,5,6",8,"47.1666660,9.4755220",http://www.lyoness-gff.org/en/homepage/
2196,Fondation Didier et Martine PRIMAT (Didier and Martine PRIMAT Foundation),CHE-336.289.590,Presinge,Genève,5,3,2,"1,2",2,1,8,"46.2230194,6.2457135",
2197,Stiftung zur Förderung der Freiheit von Mensch und Natur,CHE-336.638.294,Zug,Zug,5,"1,2,3","1,2,4","1,2",2,"1,2","2,3,4,5,6,7","47.1725320,8.5183458",
2199,Organic World Foundation,CHE-337.064.036,Zug,Zug,5,"3,4","1,2","1,2","1,2","1,2,3,4,5,6","7,8","47.1772912,8.5176576",https://www.organicworldfoundation.ch/
2200,UBS Foundation of Economics in Society,CHE-338.461.836,Zürich,Zürich,1,"1,2,3,4","1,3","1,2",2,"1,2","5,6,7","47.3729108,8.5500140",http://www.ubscenter.uzh.ch/index.php/en/about
2201,Stiftung The Spirit of Bern,CHE-338.706.788,Muri b. Bern,Bern,4,"2,3,4","1,2",2,2,,8,"46.9315901,7.4851965",https://www.spiritofbern.ch/de/about-us/stiftung
2208,Stiftung für Wirtschaft und Gesellschaft,CHE-344.116.046,Heimberg,Bern,4,"1,4","1,4","1,2",2,"3,4,5,6","4,5,6,7,8","46.7982254,7.6033792",
2214,FONDATION VINCENT MERKLE,CHE-349.560.419,Fribourg,Fribourg,4,"1,2,3,4","1,2,3,4","1,2","1,2","1,2,3,4,5,6",8,"46.8020814,7.1534678",http://www.fondation-vm.ch/fr
2215,FAMILY BUSINESS INTERNATIONAL FOUNDATION (FAMILY BUSINESS INTERNATIONAL FONDATION),CHE-349.824.535,Lausanne,Vaud,5,"1,2,3,4",2,"1,2",2,1,8,"46.5102186,6.6207417",http://www.fbn-i.org/
2216,The Dunemere Foundation,CHE-350.649.256,Frauenfeld,Thurgau,5,"2,3","1,2","1,2",2,"1,2","1,2,3,4,5,6,7","47.5473268,8.9068842",
2218,ToBessere Foundation,CHE-351.590.631,Lugano,Ticino,5,"1,2,3,4",2,"1,2","1,2","1,2,6","1,2,3,4,5,6,7,8","46.0070498,8.9501047",
2227,Lindt Chocolate Competence Foundation,CHE-356.778.969,Kilchberg ZH,Zürich,4,"1,2,3,4","2,4","1,2",2,"1,2","4,5,6,8","47.3180696,8.5526154",
2236,Paul Esser Stiftung,CHE-362.495.936,Luzern,Luzern,5,"1,2,3,4","1,3,4,5","1,2",2,"1,2",8,"47.0627817,8.3102174",
2237,Fondation LAC,CHE-362.889.838,Veytaux,Vaud,4,"1,2,3,4",2,"1,2",2,"1,2,3,4,5,6",8,"46.4208130,6.9254603",
2238,Keller-Rain-Stiftung,CHE-363.587.512,Aarau,Aargau,5,1,4,2,"1,2",,"4,5,6","47.3851318,8.0444008",
2241,Susanne und Martin Knechtli-Kradolfer-Stiftung,CHE-365.053.960,St. Gallen,St. Gallen,5,"1,3","1,2,3,4",2,2,,8,"47.4272683,9.3680098",
2242,Timor Foundation,CHE-365.572.823,Rorschach,St. Gallen,5,"1,2,3,4",2,"1,2",2,"3,4,5,6","2,3,4,6","47.4785414,9.4928801",http://www.timor-foundation.com/
2245,Dora und Walter Rykart Stiftung,CHE-367.503.224,Bern,Bern,5,"1,2,3,4","1,2,4",1,1,"1,2",,"46.9390650,7.4468540",
2248,Stiftung Maria Margaretha Huldi,CHE-369.495.328,Romanshorn,Thurgau,2,1,4,2,"1,2",,"5,6","47.5534624,9.3354124",http://www.mmhuldi.ch/
2255,Gewerbe-Stiftung,CHE-377.291.928,Basel,Basel-Stadt,2,"1,4",2,"1,2","1,2","3,4,5,6","4,6,7,8","47.5523919,7.5915596",http://gewerbestiftung.ch/
2257,Geneva Agape Foundation (Fondation Agape Genève),CHE-379.581.142,Le Grand-Saconnex,Genève,5,"1,2,3,4",2,2,2,,8,"46.2298655,6.1285697",
2258,Walder-Graf-Stiftung,CHE-379.754.483,Feldbach,Zürich,4,1,4,2,"1,2",,"4,5,6","47.2401393,8.7840313",
2260,MON SOLEIL FONDAZIONE,CHE-380.335.130,Lugano,Ticino,5,"1,2,3,4",2,"1,2","1,2","1,2,3,4,5,6",8,"46.0090241,8.9502248",
2268,Stiftung Alpines Energieforschungscenter AlpEnForCe,CHE-386.554.268,Disentis/Mustér,Graubünden,2,"1,2,3,4",2,1,1,"1,2",,"46.7064633,8.8550210",
2269,ProTier - Stiftung für Tierschutz und Ethik,CHE-387.401.822,Zürich,Zürich,5,3,1,"1,2",2,1,8,"47.3599213,8.5340559",http://www.protier.ch/site/index.cfm?fuseaction=home.main&vsprache=de
2272,Thomas Abegg Stiftung für Geist und Kultur,CHE-390.045.633,Wilen SZ,Schwyz,5,"1,2,3,4","2,4","1,2","1,2","1,2","4,5,6","47.1968261,8.7317480",
2277,Asmallworld Foundation,CHE-392.883.160,Zürich,Zürich,5,3,1,2,2,,"2,3","47.3510517,8.5605738",http://www.asmallworldfoundation.org/
